brand,category,ad_text,format,start_date,platform,url,primary_theme,theme_list,theme_count,ad_age_days,matched_page_name,page_id,ad_archive_id,raw_display_format,text_length,has_text,cta_text,link_caption,page_verification,page_likes,competitor_why,brand_query,image_count,video_count,expected_theme_slots
HK Vitals,Men's wellness,"🔓⚡Unlocked: Secret To A Healthy & Active Lifestyle With HK Vitals Multivitamin Plus Men, 30 Tablets.",video,2026-01-20,"Facebook, Instagram, Audience_Network, Messenger, Threads",https://www.facebook.com/ads/library/?id=1352967336632520,other / unclassified,['other / unclassified'],1,47,HK Vitals,105151105052078,1352967336632520,VIDEO,100,yes,Shop now,,NOT_VERIFIED,54968,"Large supplement player with men’s health overlap on vitality, hair, and daily wellness claims.",HK Vitals,0,1,6
HK Vitals,Men's wellness,"Agar mera chhota bhai hota na, toh mai use yeh tablet roz pakka deta 💪 HK Vitals Multivitamin Plus Men sirf protein nahi, proper nutrient absorption pe kaam karta hai jo mostly ignore ho jaata hai. 💊 21+ vitamins & minerals + 1 Billion Probiotics Result? ✔ Strong immunity ✔ Kam thakaan ✔ High energy ✔ Overall body support Bas 1 tablet daily paani ke saath ~2 months mein real difference 💯 🔗 Buy from hkvitals.com 🎟️ Use code SUMIT10 for best discount #hkvitals #growwithme #selflove #mens #muscles",video,2026-01-14,"Facebook, Instagram, Audience_Network, Messenger, Threads",https://www.facebook.com/ads/library/?id=1658704945301919,discount / offer,"['discount / offer', 'parenting pain point']",2,53,HK Vitals,105151105052078,1658704945301919,VIDEO,499,yes,Shop now,,NOT_VERIFIED,54968,"Large supplement player with men’s health overlap on vitality, hair, and daily wellness claims.",HK Vitals,0,1,6
HK Vitals,Men's wellness,"The real secret to better workouts isn’t just diet and training — it’s **deep sleep.💯 And if your sleep is broken, your results will stay stuck no matter how hard you train. Magnesium Glycinate personally took my sleep, recovery, and strength to the next level. If you want better progress -this is your sign. 440mg magnesium Highly bioavailable Better sleep = Better muscle growth Try it and feel the difference yourself. Use my code: ANUJ20 on hkvitals.com",video,2026-01-09,"Facebook, Instagram, Audience_Network, Messenger, Threads",https://www.facebook.com/ads/library/?id=1540303463720115,sleep / stress,['sleep / stress'],1,58,HK Vitals,105151105052078,1540303463720115,VIDEO,458,yes,Shop now,,NOT_VERIFIED,54968,"Large supplement player with men’s health overlap on vitality, hair, and daily wellness claims.",HK Vitals,0,1,6
HK Vitals,Men's wellness,₹10 Tablets For Proper Body Transformation & Good Health ✅💪🏻 How to order ? 👇🏻 ➡️Visit www.hkvitals.com ➡️Add Magnesium Glycinate Men In Cart ➡️Discount code : APOORV #fitnesscoach #ﬁtnesstips,video,2026-01-09,"Facebook, Instagram, Audience_Network, Messenger, Threads",https://www.facebook.com/ads/library/?id=1463516278815000,ugc testimonial,"['ugc testimonial', 'discount / offer']",2,58,HK Vitals,105151105052078,1463516278815000,VIDEO,192,yes,Shop now,,NOT_VERIFIED,54968,"Large supplement player with men’s health overlap on vitality, hair, and daily wellness claims.",HK Vitals,0,1,6
HK Vitals,Men's wellness,"Kabhi notice kiya hai… hum roz gym, work, stress sab manage karte hain, par apni daily vitamins & minerals ko ignore hi kar dete hain? Maine HK Vitals Multivitamin Plus Men start kiya hai — sirf ₹11 ka 1 tablet roz… aur honestly, energy, immunity aur strength mein difference feel ho raha hai. Breakfast ke baad 1 tablet… bas. Simple habit, solid results. Check it out on hkvitals.com — code: ASHISH01 for the best discount.",video,2026-01-07,"Facebook, Instagram, Audience_Network, Messenger, Threads",https://www.facebook.com/ads/library/?id=1509427536806199,discount / offer,"['discount / offer', 'parenting pain point', 'sleep / stress']",3,60,HK Vitals,105151105052078,1509427536806199,VIDEO,424,yes,Shop now,,NOT_VERIFIED,54968,"Large supplement player with men’s health overlap on vitality, hair, and daily wellness claims.",HK Vitals,0,1,6
HK Vitals,Men's wellness,"Comment “drink” to get the link You guys always ask me my secret to glowy , hydrated and radiant skin✨ I use this collagen @hkvitals , and I have been religiously using this. The collagen helps me with my dullness, dryness and fine lines. If you are also looking for that perfect glow and hydration then ahead to hkvitals.com and use my coupon code COLLAGEN2025 to avail exclusive discount. #hkvitals #hkvitalscollagen #supplements #explore #skincare",video,2025-12-24,"Facebook, Instagram, Messenger, Threads",https://www.facebook.com/ads/library/?id=849720964434329,discount / offer,['discount / offer'],1,74,HK Vitals,105151105052078,849720964434329,VIDEO,450,yes,Shop now,,NOT_VERIFIED,54968,"Large supplement player with men’s health overlap on vitality, hair, and daily wellness claims.",HK Vitals,0,1,6
HK Vitals,Men's wellness,"☝️Start Your Zero Step Skincare Routine With HK Vitals Skin Radiance Collagen. 🛒Order India’s Bestselling Collagen To Reduce Fine Lines, Wrinkles & Dullness. ✨",video,2025-12-15,"Facebook, Instagram, Messenger, Threads",https://www.facebook.com/ads/library/?id=698733229749780,other / unclassified,['other / unclassified'],1,83,HK Vitals,105151105052078,698733229749780,VIDEO,159,yes,Shop now,,NOT_VERIFIED,54968,"Large supplement player with men’s health overlap on vitality, hair, and daily wellness claims.",HK Vitals,0,1,6
HK Vitals,Men's wellness,"☝️Start Your Zero Step Skincare Routine With HK Vitals Skin Radiance Collagen. 🛒Order India’s Bestselling Collagen To Reduce Fine Lines, Wrinkles & Dullness. ✨",video,2025-12-15,"Facebook, Instagram, Messenger, Threads",https://www.facebook.com/ads/library/?id=1142250094656605,other / unclassified,['other / unclassified'],1,83,HK Vitals,105151105052078,1142250094656605,VIDEO,159,yes,Shop now,,NOT_VERIFIED,54968,"Large supplement player with men’s health overlap on vitality, hair, and daily wellness claims.",HK Vitals,0,1,6
HK Vitals,Men's wellness,"☝️Start Your Zero Step Skincare Routine With HK Vitals Skin Radiance Collagen. 🛒Order India’s Bestselling Collagen To Reduce Fine Lines, Wrinkles & Dullness. ✨",video,2025-12-15,"Facebook, Instagram, Messenger, Threads",https://www.facebook.com/ads/library/?id=1526421198617201,other / unclassified,['other / unclassified'],1,83,HK Vitals,105151105052078,1526421198617201,VIDEO,159,yes,Shop now,,NOT_VERIFIED,54968,"Large supplement player with men’s health overlap on vitality, hair, and daily wellness claims.",HK Vitals,0,1,6
HK Vitals,Men's wellness,"😍Glowing Skin This ₹56 tablet is one of the simplest solutions for pigmentation, dark spots, uneven skin tone & tanning ✨ I’m talking about @hkvitals Glutathione Just add one tablet to water, let it fizz, and drink 🥤 Each tablet has: • **600 mg L-Glutathione** to reduce pigmentation & dark spots • **Vitamin C** to boost absorption and brighten skin • **Vitamin E + Hyaluronic Acid** for smoother, hydrated skin It tastes refreshing, has zero added sugar, and is safe for daily use. With consistent use for 8–12 weeks, you’ll notice: • Reduced pigmentation & tanning • Brighter, clearer skin • Better hydration & texture ⚠️ If pregnant or breastfeeding, consult your doctor before use. Available on hkvitals.com Use my code SREEKANTH10 for extra discount 💛 #tech #skin #skincare #instagram #explore #trending #instagood #viral #reels",video,2025-12-15,"Facebook, Instagram, Audience_Network, Messenger, Threads",https://www.facebook.com/ads/library/?id=1384935529687761,acne treatment,"['acne treatment', 'doctor authority', 'discount / offer']",3,83,HK Vitals,105151105052078,1384935529687761,VIDEO,834,yes,Shop now,,NOT_VERIFIED,54968,"Large supplement player with men’s health overlap on vitality, hair, and daily wellness claims.",HK Vitals,0,1,6
HK Vitals,Men's wellness,"Comment “glowing” for the link : : skincare pasand nahi hota, samajh sakta hoon. But acchi skin toh sabko chahiye, right? Aur issi liye main use kar raha hoon India ka pehla Collagen for Men by @hkvitals Ismein hai marine collagen fine lines ke liye, glutathione dark spots ke liye, vitamin C aur E glow ke liye, hyaluronic acid hydration ke liye, aur biotin hairfall ke liye. Bas 1 scoop roz paani mein, and trust me — sirf 8 weeks mein meri skin visibly clearer, brighter aur hydrated lagne lagi. No added sugar. No fishy taste. Safe to consume. Bas 2–3 months daily try karo and results khud dekhoge. Product hkvitals.com par mil jayega — use code DHRUV10 for extra discount. Comment “glowing” for the link.",video,2025-12-12,"Facebook, Instagram, Audience_Network, Messenger, Threads",https://www.facebook.com/ads/library/?id=1525609471824518,hair loss,"['hair loss', 'acne treatment', 'discount / offer']",3,86,HK Vitals,105151105052078,1525609471824518,VIDEO,710,yes,Shop now,,NOT_VERIFIED,54968,"Large supplement player with men’s health overlap on vitality, hair, and daily wellness claims.",HK Vitals,0,1,6
HK Vitals,Men's wellness,"Men’s skin gets dull, uneven and dehydrated faster than we think sun, sweat, shaving, pollution… sab ka effect padta hai. That’s why I take @hkvitals Collagen for Men. 1 scoop daily for brighter, clearer, more hydrated skin from within. Real marine collagen, vitamin C, glutathione, hyaluronic acid a strong blend made for men’s tough skin. No added sugar. Great taste. Visible results in 2–3 months. Use code KUSHSKIN on hkvitals.com for a special discount.",video,2025-12-12,"Facebook, Instagram, Audience_Network, Messenger, Threads",https://www.facebook.com/ads/library/?id=796421580097618,discount / offer,['discount / offer'],1,86,HK Vitals,105151105052078,796421580097618,VIDEO,458,yes,Shop now,,NOT_VERIFIED,54968,"Large supplement player with men’s health overlap on vitality, hair, and daily wellness claims.",HK Vitals,0,1,6
HK Vitals,Men's wellness,"Comment “drink” to get the link You guys always ask me my secret to glowy , hydrated and radiant skin✨ I use this collagen @hkvitals , and I have been religiously using this. The collagen helps me with my dullness, dryness and fine lines. If you are also looking for that perfect glow and hydration then ahead to hkvitals.com and use my coupon code COLLAGEN2025 to avail exclusive discount. #hkvitals #hkvitalscollagen #supplements #explore #skincare",video,2025-11-13,"Facebook, Instagram, Audience_Network, Messenger, Threads",https://www.facebook.com/ads/library/?id=1558086772013786,discount / offer,['discount / offer'],1,115,HK Vitals,105151105052078,1558086772013786,VIDEO,450,yes,Shop now,,NOT_VERIFIED,54968,"Large supplement player with men’s health overlap on vitality, hair, and daily wellness claims.",HK Vitals,0,1,6
HK Vitals,Men's wellness,"Glowing skin isn’t magic it’s science Meet Glutathione, your skin’s most powerful antioxidant It helps in reduces melanin production, and gradually fades pigmentation, dark spots and uneven skin tone giving you that radiant, glass-like finish from within Each tablet has: 600 mg L-Glutathione – reduces pigmentation & dullness Vitamin C– brightens and boosts antioxidant effect Vitamin E + Hyaluronic Acid – locks in hydration and keeps skin plump Just dissolve one tablet in a glass of water daily, let it fizz, and sip your glow With regular use (2–3 months), you’ll start noticing a visible difference brighter skin, faded dark spots, and a more even tone Order now : hkvitals.com Use my code - SHRUTISKIN on hkvitals.com for the best discounts Disclaimer - This content is for educational purposes. Consult your healthcare provider before starting any supplement. #ad",video,2025-11-12,"Facebook, Instagram, Audience_Network, Messenger, Threads",https://www.facebook.com/ads/library/?id=1032468895676417,acne treatment,"['acne treatment', 'discount / offer']",2,116,HK Vitals,105151105052078,1032468895676417,VIDEO,871,yes,Shop now,,NOT_VERIFIED,54968,"Large supplement player with men’s health overlap on vitality, hair, and daily wellness claims.",HK Vitals,0,1,6
HK Vitals,Men's wellness,"✨ Glow Just Got More Affordable! 🤑 Order HK Vitals Glutathione Effervescent, 15 Tablets Pack.",video,2025-11-04,"Facebook, Instagram, Audience_Network, Messenger, Threads",https://www.facebook.com/ads/library/?id=1989317685244638,other / unclassified,['other / unclassified'],1,124,HK Vitals,105151105052078,1989317685244638,VIDEO,93,yes,Shop now,,NOT_VERIFIED,54968,"Large supplement player with men’s health overlap on vitality, hair, and daily wellness claims.",HK Vitals,0,1,6
HK Vitals,Men's wellness,"As you know I have been drinking @hkvitals Glutathione drink from a very long time and trust me it actually works! So if you are also someone who’s facing dark spots, pigmentation and dullness, please start including @hkvitals glutathione tablets to your routine. One tablet every single day in a glass of water, let it fizz and consume! It has no added sugar and no side effects. Remember, to see positive results, consistency is important. Head to hkvitals.com, use my code PARTH10 for discounts. ‘ #ad #hkvitals #explore #skincare",video,2025-10-30,"Facebook, Instagram, Audience_Network, Messenger, Threads",https://www.facebook.com/ads/library/?id=1923140114965465,acne treatment,"['acne treatment', 'discount / offer']",2,129,HK Vitals,105151105052078,1923140114965465,VIDEO,533,yes,Shop now,,NOT_VERIFIED,54968,"Large supplement player with men’s health overlap on vitality, hair, and daily wellness claims.",HK Vitals,0,1,6
HK Vitals,Men's wellness,"As you know I have been drinking @hkvitals Glutathione drink from a very long time and trust me it actually works! So if you are also someone who’s facing dark spots, pigmentation and dullness, please start including @hkvitals glutathione tablets to your routine. One tablet every single day in a glass of water, let it fizz and consume! It has no added sugar and no side effects. Remember, to see positive results, consistency is important. Head to hkvitals.com, use my code PARTH10 for discounts. ‘ #ad #hkvitals #explore #skincare",video,2025-10-30,"Facebook, Instagram, Audience_Network, Messenger, Threads",https://www.facebook.com/ads/library/?id=1821951298690662,acne treatment,"['acne treatment', 'discount / offer']",2,129,HK Vitals,105151105052078,1821951298690662,VIDEO,533,yes,Shop now,,NOT_VERIFIED,54968,"Large supplement player with men’s health overlap on vitality, hair, and daily wellness claims.",HK Vitals,0,1,6
HK Vitals,Men's wellness,"As you know I have been drinking @hkvitals Glutathione drink from a very long time and trust me it actually works! So if you are also someone who’s facing dark spots, pigmentation and dullness, please start including @hkvitals glutathione tablets to your routine. One tablet every single day in a glass of water, let it fizz and consume! It has no added sugar and no side effects. Remember, to see positive results, consistency is important. Head to hkvitals.com, use my code PARTH10 for discounts. ‘ #ad #hkvitals #explore #skincare",video,2025-10-30,"Facebook, Instagram, Audience_Network, Messenger, Threads",https://www.facebook.com/ads/library/?id=25152207444417342,acne treatment,"['acne treatment', 'discount / offer']",2,129,HK Vitals,105151105052078,25152207444417342,VIDEO,533,yes,Shop now,,NOT_VERIFIED,54968,"Large supplement player with men’s health overlap on vitality, hair, and daily wellness claims.",HK Vitals,0,1,6
HK Vitals,Men's wellness,"I use HK Vitals Collagen for Men, specially designed for men’s skin. 💪 Powerful combo: Collagen Peptides + Glutathione + Vit C & E + Hyaluronic Acid + Cysteine + Resveratrol ✨ No side effects. Just hydrated, glowing, and even-toned skin. Also helps improve hair and nail health! 💯 Use code SHASHANK10 on hkvitals.com for extra discounts! #GlowUp #MensSkincare #HKVitals #CollagenForMen #SkincareRoutine #HealthySkin #nofilterneeded",video,2025-10-30,"Facebook, Instagram, Audience_Network, Messenger, Threads",https://www.facebook.com/ads/library/?id=835604119018781,discount / offer,['discount / offer'],1,129,HK Vitals,105151105052078,835604119018781,VIDEO,431,yes,Shop now,,NOT_VERIFIED,54968,"Large supplement player with men’s health overlap on vitality, hair, and daily wellness claims.",HK Vitals,0,1,6
HK Vitals,Men's wellness,"Selfcare Habit 💖 Tired all day? Sudden body aches? Dull skin and hair fall? These could be signs of nutritional deficiency. I felt the same, and that’s when I started taking HK Vitals Multivitamin + Women — specially designed to meet our nutritional and beauty needs. It’s been part of my daily routine for a while now, and I’m genuinely amazed by the results. My energy levels are up, my skin feels healthier, and hair fall has visibly reduced! 💪✨ Just take 1 tablet after breakfast — it’s that simple. Invest in your health, because it’s the most important thing. Order now from hkvitals.com and use code VIDHU to get 10% off! ( Self care, haircare, Bodycare, supplements )",video,2025-10-30,"Facebook, Instagram, Audience_Network, Messenger, Threads",https://www.facebook.com/ads/library/?id=877553668086966,hair loss,"['hair loss', 'testosterone', 'discount / offer', 'sleep / stress']",4,129,HK Vitals,105151105052078,877553668086966,VIDEO,675,yes,Shop now,,NOT_VERIFIED,54968,"Large supplement player with men’s health overlap on vitality, hair, and daily wellness claims.",HK Vitals,0,1,6
HK Vitals,Men's wellness,"One small change that made a huge difference ✨ Adding HK Vitals Marine Collagen to my daily routine has truly transformed my skin, hair, and nails from within! 💖 Just one scoop a day after breakfast — mixed in water like a refreshing drink — and my skin now feels plumper, hydrated, and glowy, my hair has less breakage, and my nails are so much stronger! 💅 It’s packed with Marine Collagen Peptides, Vitamin C, Vitamin E, Hyaluronic Acid & Biotin — all the nutrients your body needs for youthful, radiant skin, shiny hair & healthy nails 🌸 Trust me, consistency is key! Consume it daily for 2 months and see the glow yourself ✨ Shop now from hkvitals.com and use my code DIG10 for a discount! 💖 #ad",video,2025-10-29,"Facebook, Instagram, Audience_Network, Messenger, Threads",https://www.facebook.com/ads/library/?id=2603463343354172,discount / offer,['discount / offer'],1,130,HK Vitals,105151105052078,2603463343354172,VIDEO,699,yes,Shop now,,NOT_VERIFIED,54968,"Large supplement player with men’s health overlap on vitality, hair, and daily wellness claims.",HK Vitals,0,1,6
HK Vitals,Men's wellness,"Just one drink a day, and you can actually see your skin transform in just 8 weeks! ✨ I’ve been drinking @hkvitals Collagen, and honestly, my skin feels so much more hydrated, glowing, and youthful now. It has collagen peptides, vitamin C, vitamin E, and hyaluronic acid, all the good stuff your skin needs to reduce fine lines, dullness, and dryness from within. The best part? It has no added sugar and no side effects! Consistency is key, trust me, you’ll start seeing visible results in just 2 months. You can get yours from hkvitals.com, and don’t forget to use my code JAMZ10 for extra discounts! #HKVitals #CollagenGlow #GlowingSkin #HealthySkinFromWithin #SkinCareRoutine #HydratedSkin",video,2025-10-28,"Facebook, Instagram, Audience_Network, Messenger, Threads",https://www.facebook.com/ads/library/?id=669211139583973,discount / offer,['discount / offer'],1,131,HK Vitals,105151105052078,669211139583973,VIDEO,693,yes,Shop now,,NOT_VERIFIED,54968,"Large supplement player with men’s health overlap on vitality, hair, and daily wellness claims.",HK Vitals,0,1,6
HK Vitals,Men's wellness,"I’ve been drinking @hkvitals Marine Collagen every day for the past few weeks, and honestly, my skin has never looked or felt this good. When you drink this consistently for two months, you start noticing four major changes your skin feels plump, hydrated, and glowing, fine lines begin to fade, your complexion looks brighter and more even-toned, and even your nails become stronger and healthier. 💧 Because when you take care of your skin from the inside, it always shows on the outside. Head to hkvitals.com and use my code RAJPRIYA10 for an extra discount on your order! 💕",video,2025-10-28,"Facebook, Instagram, Audience_Network, Messenger, Threads",https://www.facebook.com/ads/library/?id=1345936470400228,discount / offer,['discount / offer'],1,131,HK Vitals,105151105052078,1345936470400228,VIDEO,576,yes,Shop now,,NOT_VERIFIED,54968,"Large supplement player with men’s health overlap on vitality, hair, and daily wellness claims.",HK Vitals,0,1,6
HK Vitals,Men's wellness,"As a doctor, I always tell my patients — true skin glow starts from within. That’s why I recommend @hkvitals Glutathione Tablets — packed with 600 mg L-Glutathione and Vitamin C to help reduce pigmentation, fight dullness, and improve overall skin tone. Consistent use not only brightens your skin but also supports liver detox and fights oxidative stress — giving you a healthy, even glow. No added sugar | No aftertaste | Start your glow-up journey today and use my code GAJA10 on hkvitals.com for extra discounts.",video,2025-10-17,"Facebook, Instagram, Audience_Network, Messenger, Threads",https://www.facebook.com/ads/library/?id=1115888094029197,doctor authority,"['doctor authority', 'discount / offer', 'emotional storytelling', 'sleep / stress']",4,142,HK Vitals,105151105052078,1115888094029197,VIDEO,516,yes,Shop now,,NOT_VERIFIED,54968,"Large supplement player with men’s health overlap on vitality, hair, and daily wellness claims.",HK Vitals,0,1,6
HK Vitals,Men's wellness,"✨ Glow from within ✨ Your skincare isn’t complete without the power of @hkvitals Marine Collagen Coupon code- CHANDANA10 Why it’s a must-have in your routine: ✔️ Boosts collagen levels naturally ✔️ Improves skin elasticity & firmness ✔️ Reduces fine lines & wrinkles ✔️ Fights dullness & brightens complexion ✔️ Keeps skin hydrated, plump & youthful Radiance isn’t just a filter, it’s a lifestyle Glow every day, the HK Vitals way ✨ #HKGlow #RadianceWithin #CollagenCare #SkinHealth",video,2025-10-14,"Facebook, Instagram, Audience_Network, Messenger, Threads",https://www.facebook.com/ads/library/?id=1049122603856119,discount / offer,['discount / offer'],1,145,HK Vitals,105151105052078,1049122603856119,VIDEO,482,yes,Shop now,,NOT_VERIFIED,54968,"Large supplement player with men’s health overlap on vitality, hair, and daily wellness claims.",HK Vitals,0,1,6
HK Vitals,Men's wellness,"✨ Want clear, firm, and radiant skin ? ✨ I’ve been using @hkvitals Collagen for Men for months now.💪 Packed with marine collagen peptides, glutathione, hyaluronic acid, and Vitamin C, it helps reduce pigmentation, hydrate skin, smooth fine lines, and even improve hair texture. Take 1 scoop a day for 2–3 months to notice visible results. 🌟 No added sugar. No side effects. Just healthier skin and hair from within. Shop now at hkvitals.com and don’t forget to use my coupon code KAN1O for an extra discount!",video,2025-09-15,"Facebook, Instagram, Audience_Network, Messenger, Threads",https://www.facebook.com/ads/library/?id=816737090889823,discount / offer,['discount / offer'],1,174,HK Vitals,105151105052078,816737090889823,VIDEO,508,yes,Shop now,,NOT_VERIFIED,54968,"Large supplement player with men’s health overlap on vitality, hair, and daily wellness claims.",HK Vitals,0,1,6
HK Vitals,Men's wellness,"Want glowing, radiant skin?✨ Add Glutathione to your routine! It helps reduce pigmentation, fades dark spots, supports liver detox, and brings out a visibly brighter complexion. Try Oral Glutathione Tablets from @hkvitals – India’s most trusted and effective formulation for Glutathione. Just drop one tablet in water, let it fizz, and drink. It has no added sugar, no side effects, and tastes just amazing! Consistency is the secret. Use code ALICE10 on hkvitals.com for extra savings!",video,2025-08-10,"Facebook, Instagram, Audience_Network, Messenger, Threads",https://www.facebook.com/ads/library/?id=1568522370794056,acne treatment,['acne treatment'],1,210,HK Vitals,105151105052078,1568522370794056,VIDEO,486,yes,Shop now,,NOT_VERIFIED,54968,"Large supplement player with men’s health overlap on vitality, hair, and daily wellness claims.",HK Vitals,0,1,6
Himalaya BabyCare,Baby care,{{product.brand}},carousel,2026-03-02,"Facebook, Instagram",https://www.facebook.com/ads/library/?id=904816322392936,other / unclassified,['other / unclassified'],1,6,Himalaya BabyCare,331195730343824,904816322392936,DCO,17,yes,Shop now,,BLUE_VERIFIED,334574,"Established baby-care brand with wide distribution and overlap in rash, skin, and trust-led creative.",Himalaya BabyCare,2,0,5
Himalaya BabyCare,Baby care,{{product.brand}},carousel,2026-03-02,"Facebook, Instagram",https://www.facebook.com/ads/library/?id=943960368282747,other / unclassified,['other / unclassified'],1,6,Himalaya BabyCare,331195730343824,943960368282747,DCO,17,yes,Shop now,,BLUE_VERIFIED,334574,"Established baby-care brand with wide distribution and overlap in rash, skin, and trust-led creative.",Himalaya BabyCare,3,0,5
Himalaya BabyCare,Baby care,"For generations, COW GHEE has been trusted for baby's sensitive skin! NOW get the same love and care with Himalaya Baby Cream with Pure Cow Ghee. 🧴pH 5.5 👶For baby's SENSITIVE skin from Day 1",video,2026-02-26,"Facebook, Instagram",https://www.facebook.com/ads/library/?id=773957965753696,parenting pain point,['parenting pain point'],1,10,Himalaya BabyCare,331195730343824,773957965753696,VIDEO,191,yes,Shop now,,BLUE_VERIFIED,334574,"Established baby-care brand with wide distribution and overlap in rash, skin, and trust-led creative.",Himalaya BabyCare,0,1,5
Himalaya BabyCare,Baby care,"For generations, COW GHEE has been trusted for baby's sensitive skin! NOW get the same love and care with Himalaya Baby Cream with Pure Cow Ghee. 🧴pH 5.5 👶For baby's SENSITIVE skin from Day 1",video,2026-02-26,"Facebook, Instagram",https://www.facebook.com/ads/library/?id=1550480673181986,parenting pain point,['parenting pain point'],1,10,Himalaya BabyCare,331195730343824,1550480673181986,VIDEO,191,yes,Shop now,,BLUE_VERIFIED,334574,"Established baby-care brand with wide distribution and overlap in rash, skin, and trust-led creative.",Himalaya BabyCare,0,1,5
Himalaya BabyCare,Baby care,{{product.brand}},carousel,2026-02-26,"Facebook, Instagram",https://www.facebook.com/ads/library/?id=774719375680566,other / unclassified,['other / unclassified'],1,10,Himalaya BabyCare,331195730343824,774719375680566,DCO,17,yes,Shop now,,BLUE_VERIFIED,334574,"Established baby-care brand with wide distribution and overlap in rash, skin, and trust-led creative.",Himalaya BabyCare,2,0,5
Himalaya BabyCare,Baby care,"For generations, COW GHEE has been trusted for baby's sensitive skin! NOW get the same love and care with Himalaya Baby Cream with Pure Cow Ghee. 🧴pH 5.5 👶For baby's SENSITIVE skin from Day 1",video,2026-02-26,"Facebook, Instagram",https://www.facebook.com/ads/library/?id=750639338119748,parenting pain point,['parenting pain point'],1,10,Himalaya BabyCare,331195730343824,750639338119748,VIDEO,191,yes,Shop now,,BLUE_VERIFIED,334574,"Established baby-care brand with wide distribution and overlap in rash, skin, and trust-led creative.",Himalaya BabyCare,0,1,5
Himalaya BabyCare,Baby care,"Stronger, Healthier, All-Round Growth ki shuruaat, Himalaya Baby Massage Oil ke saath! All-round growth begins with everyday massage using Himalaya Baby Massage Oil, which strengthens muscles, enhances growth and helps in holistic development. It is enriched with the goodness of Winter Cherry, Country Mallow and other natural herbs which help your little one grow into a All-round champion! #HimalayaBabyCare #HimalayaBaby #AllRoundChampion #HimalayaBabyMassageOil",video,2026-02-20,"Facebook, Instagram",https://www.facebook.com/ads/library/?id=2327030554446696,parenting pain point,['parenting pain point'],1,16,Himalaya BabyCare,331195730343824,2327030554446696,VIDEO,466,yes,Shop now,,BLUE_VERIFIED,334574,"Established baby-care brand with wide distribution and overlap in rash, skin, and trust-led creative.",Himalaya BabyCare,0,1,5
Himalaya BabyCare,Baby care,"Stronger, Healthier, All-Round Growth ki shuruaat, Himalaya Baby Massage Oil ke saath! All-round growth begins with everyday massage using Himalaya Baby Massage Oil, which strengthens muscles, enhances growth and helps in holistic development. It is enriched with the goodness of Winter Cherry, Country Mallow and other natural herbs which help your little one grow into a All-round champion! #HimalayaBabyCare #HimalayaBaby #AllRoundChampion #HimalayaBabyMassageOil",video,2026-02-20,"Facebook, Instagram",https://www.facebook.com/ads/library/?id=1997045107875534,parenting pain point,['parenting pain point'],1,16,Himalaya BabyCare,331195730343824,1997045107875534,VIDEO,466,yes,Shop now,,BLUE_VERIFIED,334574,"Established baby-care brand with wide distribution and overlap in rash, skin, and trust-led creative.",Himalaya BabyCare,0,1,5
Himalaya BabyCare,Baby care,"Stronger, Healthier, All-Round Growth ki shuruaat, Himalaya Baby Massage Oil ke saath! All-round growth begins with everyday massage using Himalaya Baby Massage Oil, which strengthens muscles, enhances growth and helps in holistic development. It is enriched with the goodness of Winter Cherry, Country Mallow and other natural herbs which help your little one grow into a All-round champion! #HimalayaBabyCare #HimalayaBaby #AllRoundChampion #HimalayaBabyMassageOil",video,2026-02-20,"Facebook, Instagram",https://www.facebook.com/ads/library/?id=924029626744583,parenting pain point,['parenting pain point'],1,16,Himalaya BabyCare,331195730343824,924029626744583,VIDEO,466,yes,Shop now,,BLUE_VERIFIED,334574,"Established baby-care brand with wide distribution and overlap in rash, skin, and trust-led creative.",Himalaya BabyCare,0,1,5
Himalaya BabyCare,Baby care,"Stronger, Healthier, All-Round Growth ki shuruaat, Himalaya Baby Massage Oil ke saath! All-round growth begins with everyday massage using Himalaya Baby Massage Oil, which strengthens muscles, enhances growth and helps in holistic development. It is enriched with the goodness of Winter Cherry, Country Mallow and other natural herbs which help your little one grow into a All-round champion! #HimalayaBabyCare #HimalayaBaby #AllRoundChampion #HimalayaBabyMassageOil",video,2026-02-20,"Facebook, Instagram",https://www.facebook.com/ads/library/?id=1824311948280823,parenting pain point,['parenting pain point'],1,16,Himalaya BabyCare,331195730343824,1824311948280823,VIDEO,466,yes,Shop now,,BLUE_VERIFIED,334574,"Established baby-care brand with wide distribution and overlap in rash, skin, and trust-led creative.",Himalaya BabyCare,0,1,5
Himalaya BabyCare,Baby care,"Stronger, Healthier, All-Round Growth ki shuruaat, Himalaya Baby Massage Oil ke saath! All-round growth begins with everyday massage using Himalaya Baby Massage Oil, which strengthens muscles, enhances growth and helps in holistic development. It is enriched with the goodness of Winter Cherry, Country Mallow and other natural herbs which help your little one grow into a All-round champion! #HimalayaBabyCare #HimalayaBaby #AllRoundChampion #HimalayaBabyMassageOil",video,2026-02-20,"Facebook, Instagram",https://www.facebook.com/ads/library/?id=1615541622805346,parenting pain point,['parenting pain point'],1,16,Himalaya BabyCare,331195730343824,1615541622805346,VIDEO,466,yes,Shop now,,BLUE_VERIFIED,334574,"Established baby-care brand with wide distribution and overlap in rash, skin, and trust-led creative.",Himalaya BabyCare,0,1,5
